query_id,query_contract_id,true_label,method,k,hit_at_k,rr,top1_label,top1_score,exact_duplicate_excluded,same_contract_excluded
3,"GSITECHNOLOGYINC_11_16_2009-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT between SONY ELECTRONICS INC. and GSI TECHNOLOGY, INC.",Change Of Control,BM25_leakage_controlled,5,1,0.5,Anti-Assignment,17.826512655142484,True,True
3,"GSITECHNOLOGYINC_11_16_2009-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT between SONY ELECTRONICS INC. and GSI TECHNOLOGY, INC.",Change Of Control,BM25_leakage_controlled,10,1,0.5,Anti-Assignment,17.826512655142484,True,True
3,"GSITECHNOLOGYINC_11_16_2009-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT between SONY ELECTRONICS INC. and GSI TECHNOLOGY, INC.",Change Of Control,SBERT_leakage_controlled,1,0,0.0,Anti-Assignment,0.6821581125259399,True,True
3,"GSITECHNOLOGYINC_11_16_2009-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT between SONY ELECTRONICS INC. and GSI TECHNOLOGY, INC.",Change Of Control,SBERT_leakage_controlled,3,0,0.0,Anti-Assignment,0.6821581125259399,True,True
3,"GSITECHNOLOGYINC_11_16_2009-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT between SONY ELECTRONICS INC. and GSI TECHNOLOGY, INC.",Change Of Control,SBERT_leakage_controlled,5,0,0.0,Anti-Assignment,0.6821581125259399,True,True
3,"GSITECHNOLOGYINC_11_16_2009-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT between SONY ELECTRONICS INC. and GSI TECHNOLOGY, INC.",Change Of Control,SBERT_leakage_controlled,10,0,0.0,Anti-Assignment,0.6821581125259399,True,True
4,"VIVINT SOLAR, INC. - NON-COMPETITION AGREEMENT",Expiration Date,BM25_leakage_controlled,1,1,1.0,Expiration Date,59.37366457227407,True,True
4,"VIVINT SOLAR, INC. - NON-COMPETITION AGREEMENT",Expiration Date,BM25_leakage_controlled,3,1,1.0,Expiration Date,59.37366457227407,True,True
4,"VIVINT SOLAR, INC. - NON-COMPETITION AGREEMENT",Expiration Date,BM25_leakage_controlled,5,1,1.0,Expiration Date,59.37366457227407,True,True
4,"VIVINT SOLAR, INC. - NON-COMPETITION AGREEMENT",Expiration Date,BM25_leakage_controlled,10,1,1.0,Expiration Date,59.37366457227407,True,True
4,"VIVINT SOLAR, INC. - NON-COMPETITION AGREEMENT",Expiration Date,SBERT_leakage_controlled,1,1,1.0,Expiration Date,0.6110405921936035,True,True
4,"VIVINT SOLAR, INC. - NON-COMPETITION AGREEMENT",Expiration Date,SBERT_leakage_controlled,3,1,1.0,Expiration Date,0.6110405921936035,True,True
4,"VIVINT SOLAR, INC. - NON-COMPETITION AGREEMENT",Expiration Date,SBERT_leakage_controlled,5,1,1.0,Expiration Date,0.6110405921936035,True,True
4,"VIVINT SOLAR, INC. - NON-COMPETITION AGREEMENT",Expiration Date,SBERT_leakage_controlled,10,1,1.0,Expiration Date,0.6110405921936035,True,True
5,AMERICANPHYSICIANSCAPITALINC_03_31_2003-EX-10.26-AGENCY AGREEMENT,Revenue/Profit Sharing,BM25_leakage_controlled,1,1,1.0,Revenue/Profit Sharing,19.709727312713834,True,True
5,AMERICANPHYSICIANSCAPITALINC_03_31_2003-EX-10.26-AGENCY AGREEMENT,Revenue/Profit Sharing,BM25_leakage_controlled,3,1,1.0,Revenue/Profit Sharing,19.709727312713834,True,True
5,AMERICANPHYSICIANSCAPITALINC_03_31_2003-EX-10.26-AGENCY AGREEMENT,Revenue/Profit Sharing,BM25_leakage_controlled,5,1,1.0,Revenue/Profit Sharing,19.709727312713834,True,True
5,AMERICANPHYSICIANSCAPITALINC_03_31_2003-EX-10.26-AGENCY AGREEMENT,Revenue/Profit Sharing,BM25_leakage_controlled,10,1,1.0,Revenue/Profit Sharing,19.709727312713834,True,True
5,AMERICANPHYSICIANSCAPITALINC_03_31_2003-EX-10.26-AGENCY AGREEMENT,Revenue/Profit Sharing,SBERT_leakage_controlled,1,0,0.0,Minimum Commitment,0.5804212093353271,True,True
5,AMERICANPHYSICIANSCAPITALINC_03_31_2003-EX-10.26-AGENCY AGREEMENT,Revenue/Profit Sharing,SBERT_leakage_controlled,3,1,0.5,Minimum Commitment,0.5804212093353271,True,True
5,AMERICANPHYSICIANSCAPITALINC_03_31_2003-EX-10.26-AGENCY AGREEMENT,Revenue/Profit Sharing,SBERT_leakage_controlled,5,1,0.5,Minimum Commitment,0.5804212093353271,True,True
5,AMERICANPHYSICIANSCAPITALINC_03_31_2003-EX-10.26-AGENCY AGREEMENT,Revenue/Profit Sharing,SBERT_leakage_controlled,10,1,0.5,Minimum Commitment,0.5804212093353271,True,True
6,SmartRxSystemsInc_20180914_1-A_EX1A-6 MAT CTRCT_11351705_EX1A-6 MAT CTRCT_Distributor Agreement,Document Name,BM25_leakage_controlled,1,0,0.0,Exclusivity,11.454428139247398,True,True
6,SmartRxSystemsInc_20180914_1-A_EX1A-6 MAT CTRCT_11351705_EX1A-6 MAT CTRCT_Distributor Agreement,Document Name,BM25_leakage_controlled,3,0,0.0,Exclusivity,11.454428139247398,True,True
6,SmartRxSystemsInc_20180914_1-A_EX1A-6 MAT CTRCT_11351705_EX1A-6 MAT CTRCT_Distributor Agreement,Document Name,BM25_leakage_controlled,5,0,0.0,Exclusivity,11.454428139247398,True,True
6,SmartRxSystemsInc_20180914_1-A_EX1A-6 MAT CTRCT_11351705_EX1A-6 MAT CTRCT_Distributor Agreement,Document Name,BM25_leakage_controlled,10,1,0.1,Exclusivity,11.454428139247398,True,True
6,SmartRxSystemsInc_20180914_1-A_EX1A-6 MAT CTRCT_11351705_EX1A-6 MAT CTRCT_Distributor Agreement,Document Name,SBERT_leakage_controlled,1,1,1.0,Document Name,0.9479936957359314,True,True
6,SmartRxSystemsInc_20180914_1-A_EX1A-6 MAT CTRCT_11351705_EX1A-6 MAT CTRCT_Distributor Agreement,Document Name,SBERT_leakage_controlled,3,1,1.0,Document Name,0.9479936957359314,True,True
6,SmartRxSystemsInc_20180914_1-A_EX1A-6 MAT CTRCT_11351705_EX1A-6 MAT CTRCT_Distributor Agreement,Document Name,SBERT_leakage_controlled,5,1,1.0,Document Name,0.9479936957359314,True,True
6,SmartRxSystemsInc_20180914_1-A_EX1A-6 MAT CTRCT_11351705_EX1A-6 MAT CTRCT_Distributor Agreement,Document Name,SBERT_leakage_controlled,10,1,1.0,Document Name,0.9479936957359314,True,True
7,"GSITECHNOLOGYINC_11_16_2009-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT between SONY ELECTRONICS INC. and GSI TECHNOLOGY, INC.",Parties,BM25_leakage_controlled,1,1,1.0,Parties,16.28249671909083,True,True
7,"GSITECHNOLOGYINC_11_16_2009-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT between SONY ELECTRONICS INC. and GSI TECHNOLOGY, INC.",Parties,BM25_leakage_controlled,3,1,1.0,Parties,16.28249671909083,True,True
7,"GSITECHNOLOGYINC_11_16_2009-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT between SONY ELECTRONICS INC. and GSI TECHNOLOGY, INC.",Parties,BM25_leakage_controlled,5,1,1.0,Parties,16.28249671909083,True,True
7,"GSITECHNOLOGYINC_11_16_2009-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT between SONY ELECTRONICS INC. and GSI TECHNOLOGY, INC.",Parties,BM25_leakage_controlled,10,1,1.0,Parties,16.28249671909083,True,True
7,"GSITECHNOLOGYINC_11_16_2009-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT between SONY ELECTRONICS INC. and GSI TECHNOLOGY, INC.",Parties,SBERT_leakage_controlled,1,1,1.0,Parties,0.678482711315155,True,True
7,"GSITECHNOLOGYINC_11_16_2009-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT between SONY ELECTRONICS INC. and GSI TECHNOLOGY, INC.",Parties,SBERT_leakage_controlled,3,1,1.0,Parties,0.678482711315155,True,True
7,"GSITECHNOLOGYINC_11_16_2009-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT between SONY ELECTRONICS INC. and GSI TECHNOLOGY, INC.",Parties,SBERT_leakage_controlled,5,1,1.0,Parties,0.678482711315155,True,True
7,"GSITECHNOLOGYINC_11_16_2009-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT between SONY ELECTRONICS INC. and GSI TECHNOLOGY, INC.",Parties,SBERT_leakage_controlled,10,1,1.0,Parties,0.678482711315155,True,True
8,LIGHTBRIDGECORP_11_23_2015-EX-10.26-STRATEGIC ALLIANCE AGREEMENT,Anti-Assignment,BM25_leakage_controlled,1,1,1.0,Anti-Assignment,40.378088281492126,True,True
8,LIGHTBRIDGECORP_11_23_2015-EX-10.26-STRATEGIC ALLIANCE AGREEMENT,Anti-Assignment,BM25_leakage_controlled,3,1,1.0,Anti-Assignment,40.378088281492126,True,True
8,LIGHTBRIDGECORP_11_23_2015-EX-10.26-STRATEGIC ALLIANCE AGREEMENT,Anti-Assignment,BM25_leakage_controlled,5,1,1.0,Anti-Assignment,40.378088281492126,True,True
8,LIGHTBRIDGECORP_11_23_2015-EX-10.26-STRATEGIC ALLIANCE AGREEMENT,Anti-Assignment,BM25_leakage_controlled,10,1,1.0,Anti-Assignment,40.378088281492126,True,True
8,LIGHTBRIDGECORP_11_23_2015-EX-10.26-STRATEGIC ALLIANCE AGREEMENT,Anti-Assignment,SBERT_leakage_controlled,1,1,1.0,Anti-Assignment,0.9135340452194214,True,True
8,LIGHTBRIDGECORP_11_23_2015-EX-10.26-STRATEGIC ALLIANCE AGREEMENT,Anti-Assignment,SBERT_leakage_controlled,3,1,1.0,Anti-Assignment,0.9135340452194214,True,True
8,LIGHTBRIDGECORP_11_23_2015-EX-10.26-STRATEGIC ALLIANCE AGREEMENT,Anti-Assignment,SBERT_leakage_controlled,5,1,1.0,Anti-Assignment,0.9135340452194214,True,True
8,LIGHTBRIDGECORP_11_23_2015-EX-10.26-STRATEGIC ALLIANCE AGREEMENT,Anti-Assignment,SBERT_leakage_controlled,10,1,1.0,Anti-Assignment,0.9135340452194214,True,True
9,CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT,Irrevocable Or Perpetual License,BM25_leakage_controlled,1,0,0.0,License Grant,78.16459916804665,True,True
9,CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT,Irrevocable Or Perpetual License,BM25_leakage_controlled,3,0,0.0,License Grant,78.16459916804665,True,True
9,CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT,Irrevocable Or Perpetual License,BM25_leakage_controlled,5,0,0.0,License Grant,78.16459916804665,True,True
9,CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT,Irrevocable Or Perpetual License,BM25_leakage_controlled,10,0,0.0,License Grant,78.16459916804665,True,True
9,CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT,Irrevocable Or Perpetual License,SBERT_leakage_controlled,1,0,0.0,Non-Transferable License,0.6235857009887695,True,True
9,CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT,Irrevocable Or Perpetual License,SBERT_leakage_controlled,3,0,0.0,Non-Transferable License,0.6235857009887695,True,True
9,CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT,Irrevocable Or Perpetual License,SBERT_leakage_controlled,5,0,0.0,Non-Transferable License,0.6235857009887695,True,True
9,CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT,Irrevocable Or Perpetual License,SBERT_leakage_controlled,10,0,0.0,Non-Transferable License,0.6235857009887695,True,True
10,"BLUEHILLSBANCORP,INC_05_20_2014-EX-1.1-AGENCY AGREEMENT",Parties,BM25_leakage_controlled,1,1,1.0,Parties,41.950746051599324,True,True
10,"BLUEHILLSBANCORP,INC_05_20_2014-EX-1.1-AGENCY AGREEMENT",Parties,BM25_leakage_controlled,3,1,1.0,Parties,41.950746051599324,True,True
10,"BLUEHILLSBANCORP,INC_05_20_2014-EX-1.1-AGENCY AGREEMENT",Parties,BM25_leakage_controlled,5,1,1.0,Parties,41.950746051599324,True,True
10,"BLUEHILLSBANCORP,INC_05_20_2014-EX-1.1-AGENCY AGREEMENT",Parties,BM25_leakage_controlled,10,1,1.0,Parties,41.950746051599324,True,True
10,"BLUEHILLSBANCORP,INC_05_20_2014-EX-1.1-AGENCY AGREEMENT",Parties,SBERT_leakage_controlled,1,1,1.0,Parties,0.854567289352417,True,True
10,"BLUEHILLSBANCORP,INC_05_20_2014-EX-1.1-AGENCY AGREEMENT",Parties,SBERT_leakage_controlled,3,1,1.0,Parties,0.854567289352417,True,True
10,"BLUEHILLSBANCORP,INC_05_20_2014-EX-1.1-AGENCY AGREEMENT",Parties,SBERT_leakage_controlled,5,1,1.0,Parties,0.854567289352417,True,True
10,"BLUEHILLSBANCORP,INC_05_20_2014-EX-1.1-AGENCY AGREEMENT",Parties,SBERT_leakage_controlled,10,1,1.0,Parties,0.854567289352417,True,True
11,SUMMAFOURINC_06_19_1998-EX-10.3-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT,Minimum Commitment,BM25_leakage_controlled,1,0,0.0,Post-Termination Services,148.11619821027597,True,True
11,SUMMAFOURINC_06_19_1998-EX-10.3-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT,Minimum Commitment,BM25_leakage_controlled,3,0,0.0,Post-Termination Services,148.11619821027597,True,True
11,SUMMAFOURINC_06_19_1998-EX-10.3-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT,Minimum Commitment,BM25_leakage_controlled,5,0,0.0,Post-Termination Services,148.11619821027597,True,True
11,SUMMAFOURINC_06_19_1998-EX-10.3-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT,Minimum Commitment,BM25_leakage_controlled,10,1,0.125,Post-Termination Services,148.11619821027597,True,True
11,SUMMAFOURINC_06_19_1998-EX-10.3-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT,Minimum Commitment,SBERT_leakage_controlled,1,1,1.0,Minimum Commitment,0.33486485481262207,True,True
11,SUMMAFOURINC_06_19_1998-EX-10.3-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT,Minimum Commitment,SBERT_leakage_controlled,3,1,1.0,Minimum Commitment,0.33486485481262207,True,True
11,SUMMAFOURINC_06_19_1998-EX-10.3-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT,Minimum Commitment,SBERT_leakage_controlled,5,1,1.0,Minimum Commitment,0.33486485481262207,True,True
11,SUMMAFOURINC_06_19_1998-EX-10.3-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT,Minimum Commitment,SBERT_leakage_controlled,10,1,1.0,Minimum Commitment,0.33486485481262207,True,True
12,"PHREESIA,INC_05_28_2019-EX-10.18-STRATEGIC ALLIANCE AGREEMENT",Anti-Assignment,BM25_leakage_controlled,1,1,1.0,Anti-Assignment,87.07406653726528,True,True
12,"PHREESIA,INC_05_28_2019-EX-10.18-STRATEGIC ALLIANCE AGREEMENT",Anti-Assignment,BM25_leakage_controlled,3,1,1.0,Anti-Assignment,87.07406653726528,True,True
12,"PHREESIA,INC_05_28_2019-EX-10.18-STRATEGIC ALLIANCE AGREEMENT",Anti-Assignment,BM25_leakage_controlled,5,1,1.0,Anti-Assignment,87.07406653726528,True,True
12,"PHREESIA,INC_05_28_2019-EX-10.18-STRATEGIC ALLIANCE AGREEMENT",Anti-Assignment,BM25_leakage_controlled,10,1,1.0,Anti-Assignment,87.07406653726528,True,True
12,"PHREESIA,INC_05_28_2019-EX-10.18-STRATEGIC ALLIANCE AGREEMENT",Anti-Assignment,SBERT_leakage_controlled,1,1,1.0,Anti-Assignment,0.8710932731628418,True,True
12,"PHREESIA,INC_05_28_2019-EX-10.18-STRATEGIC ALLIANCE AGREEMENT",Anti-Assignment,SBERT_leakage_controlled,3,1,1.0,Anti-Assignment,0.8710932731628418,True,True
12,"PHREESIA,INC_05_28_2019-EX-10.18-STRATEGIC ALLIANCE AGREEMENT",Anti-Assignment,SBERT_leakage_controlled,5,1,1.0,Anti-Assignment,0.8710932731628418,True,True
12,"PHREESIA,INC_05_28_2019-EX-10.18-STRATEGIC ALLIANCE AGREEMENT",Anti-Assignment,SBERT_leakage_controlled,10,1,1.0,Anti-Assignment,0.8710932731628418,True,True
13,IMAGEWARESYSTEMSINC_12_20_1999-EX-10.22-MAINTENANCE AGREEMENT,Ip Ownership Assignment,BM25_leakage_controlled,1,0,0.0,Renewal Term,24.38314238894315,True,True
13,IMAGEWARESYSTEMSINC_12_20_1999-EX-10.22-MAINTENANCE AGREEMENT,Ip Ownership Assignment,BM25_leakage_controlled,3,0,0.0,Renewal Term,24.38314238894315,True,True
13,IMAGEWARESYSTEMSINC_12_20_1999-EX-10.22-MAINTENANCE AGREEMENT,Ip Ownership Assignment,BM25_leakage_controlled,5,0,0.0,Renewal Term,24.38314238894315,True,True
13,IMAGEWARESYSTEMSINC_12_20_1999-EX-10.22-MAINTENANCE AGREEMENT,Ip Ownership Assignment,BM25_leakage_controlled,10,0,0.0,Renewal Term,24.38314238894315,True,True
13,IMAGEWARESYSTEMSINC_12_20_1999-EX-10.22-MAINTENANCE AGREEMENT,Ip Ownership Assignment,SBERT_leakage_controlled,1,0,0.0,Post-Termination Services,0.4788516163825989,True,True
13,IMAGEWARESYSTEMSINC_12_20_1999-EX-10.22-MAINTENANCE AGREEMENT,Ip Ownership Assignment,SBERT_leakage_controlled,3,0,0.0,Post-Termination Services,0.4788516163825989,True,True
13,IMAGEWARESYSTEMSINC_12_20_1999-EX-10.22-MAINTENANCE AGREEMENT,Ip Ownership Assignment,SBERT_leakage_controlled,5,0,0.0,Post-Termination Services,0.4788516163825989,True,True
13,IMAGEWARESYSTEMSINC_12_20_1999-EX-10.22-MAINTENANCE AGREEMENT,Ip Ownership Assignment,SBERT_leakage_controlled,10,0,0.0,Post-Termination Services,0.4788516163825989,True,True
14,ELANDIAINTERNATIONALINC_04_25_2007-EX-10.21-Outsourcing Agreement,Price Restrictions,BM25_leakage_controlled,1,0,0.0,Post-Termination Services,52.595423978230286,True,True
14,ELANDIAINTERNATIONALINC_04_25_2007-EX-10.21-Outsourcing Agreement,Price Restrictions,BM25_leakage_controlled,3,0,0.0,Post-Termination Services,52.595423978230286,True,True
14,ELANDIAINTERNATIONALINC_04_25_2007-EX-10.21-Outsourcing Agreement,Price Restrictions,BM25_leakage_controlled,5,1,0.2,Post-Termination Services,52.595423978230286,True,True
14,ELANDIAINTERNATIONALINC_04_25_2007-EX-10.21-Outsourcing Agreement,Price Restrictions,BM25_leakage_controlled,10,1,0.2,Post-Termination Services,52.595423978230286,True,True
14,ELANDIAINTERNATIONALINC_04_25_2007-EX-10.21-Outsourcing Agreement,Price Restrictions,SBERT_leakage_controlled,1,0,0.0,Minimum Commitment,0.608755350112915,True,True
14,ELANDIAINTERNATIONALINC_04_25_2007-EX-10.21-Outsourcing Agreement,Price Restrictions,SBERT_leakage_controlled,3,0,0.0,Minimum Commitment,0.608755350112915,True,True
14,ELANDIAINTERNATIONALINC_04_25_2007-EX-10.21-Outsourcing Agreement,Price Restrictions,SBERT_leakage_controlled,5,1,0.2,Minimum Commitment,0.608755350112915,True,True
14,ELANDIAINTERNATIONALINC_04_25_2007-EX-10.21-Outsourcing Agreement,Price Restrictions,SBERT_leakage_controlled,10,1,0.2,Minimum Commitment,0.608755350112915,True,True
15,"VIVINT SOLAR, INC. - NON-COMPETITION AGREEMENT",Parties,BM25_leakage_controlled,1,1,1.0,Parties,58.412765049092314,True,True
15,"VIVINT SOLAR, INC. - NON-COMPETITION AGREEMENT",Parties,BM25_leakage_controlled,3,1,1.0,Parties,58.412765049092314,True,True
15,"VIVINT SOLAR, INC. - NON-COMPETITION AGREEMENT",Parties,BM25_leakage_controlled,5,1,1.0,Parties,58.412765049092314,True,True
15,"VIVINT SOLAR, INC. - NON-COMPETITION AGREEMENT",Parties,BM25_leakage_controlled,10,1,1.0,Parties,58.412765049092314,True,True
15,"VIVINT SOLAR, INC. - NON-COMPETITION AGREEMENT",Parties,SBERT_leakage_controlled,1,1,1.0,Parties,0.6458591818809509,True,True
15,"VIVINT SOLAR, INC. - NON-COMPETITION AGREEMENT",Parties,SBERT_leakage_controlled,3,1,1.0,Parties,0.6458591818809509,True,True
15,"VIVINT SOLAR, INC. - NON-COMPETITION AGREEMENT",Parties,SBERT_leakage_controlled,5,1,1.0,Parties,0.6458591818809509,True,True
15,"VIVINT SOLAR, INC. - NON-COMPETITION AGREEMENT",Parties,SBERT_leakage_controlled,10,1,1.0,Parties,0.6458591818809509,True,True
16,STAMPSCOMINC_06_24_1999-EX-10.18-SPONSORSHIP AGREEMENT,Competitive Restriction Exception,BM25_leakage_controlled,1,1,1.0,Competitive Restriction Exception,26.790752465530023,True,True
16,STAMPSCOMINC_06_24_1999-EX-10.18-SPONSORSHIP AGREEMENT,Competitive Restriction Exception,BM25_leakage_controlled,3,1,1.0,Competitive Restriction Exception,26.790752465530023,True,True
16,STAMPSCOMINC_06_24_1999-EX-10.18-SPONSORSHIP AGREEMENT,Competitive Restriction Exception,BM25_leakage_controlled,5,1,1.0,Competitive Restriction Exception,26.790752465530023,True,True
16,STAMPSCOMINC_06_24_1999-EX-10.18-SPONSORSHIP AGREEMENT,Competitive Restriction Exception,BM25_leakage_controlled,10,1,1.0,Competitive Restriction Exception,26.790752465530023,True,True
16,STAMPSCOMINC_06_24_1999-EX-10.18-SPONSORSHIP AGREEMENT,Competitive Restriction Exception,SBERT_leakage_controlled,1,0,0.0,License Grant,0.4871892035007477,True,True
16,STAMPSCOMINC_06_24_1999-EX-10.18-SPONSORSHIP AGREEMENT,Competitive Restriction Exception,SBERT_leakage_controlled,3,0,0.0,License Grant,0.4871892035007477,True,True
16,STAMPSCOMINC_06_24_1999-EX-10.18-SPONSORSHIP AGREEMENT,Competitive Restriction Exception,SBERT_leakage_controlled,5,0,0.0,License Grant,0.4871892035007477,True,True
