contract_id,label,text,clause_type_attention,review_sensitive_category_score,category_absence_rate,category_absence_prevalence,short_clause_signal,late_document_position,no_numbering_signal,layout_irregularity,layout_irregularity_proxy,scope_note,nearest_clause_similarity,nearest_reference_label,nearest_reference_contract_id,reference_match_scope,semantic_deviation,semantic_deviation_from_reference,clause_type_attention_norm,category_absence_rate_norm,layout_irregularity_norm,semantic_deviation_norm,proxy_risk_score,proxy_review_priority_score,score_interpretation,proxy_priority_band
EuromediaHoldingsCorp_20070215_10SB12G_EX-10.B(01)_525118_EX-10.B(01)_Content License Agreement,Most Favored Nation,"If Licensor enters, or has entered, into an agreement or series of agreements (including side letters, understandings or arrangements, whether oral or written, whether formal or informal, whether now or hereafter effective, or whether on a long-term basis or short-term basis) with a third party for the distribution and exhibition of Licensed Programs in the U.S. or the Territory on a VOD basis, or any other basis that permits the downloading of such Licensed Programs and the subsequent viewing of such Licensed Programs by a residential subscriber, on terms (including, without limitation, license fees, copyright royalty payments, encoding fees and obligations, and marketing support) that are more favourable than those contained in this Agreement, then Rogers has the right to incorporate, or substitute, as the case may be, such term or terms into this Agreement, effective as of the date on which such term or terms were accorded to the third party and for the balance of the period such term or terms are applicable to such third party.",1.0,1.0,0.9450980392156862,0.9450980392156862,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",0.36727505922317505,Most Favored Nation,TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,same_label_different_contract,0.632724940776825,0.632724940776825,0.9999999985714286,0.9660633473016011,0.33333333299999995,0.7646396316178957,0.7993424109013028,0.7993424109013028,Higher value indicates higher weakly supervised review priority; not a validated legal-risk probability.,higher-review-priority
PROFOUNDMEDICALCORP_08_29_2019-EX-4.5-SUPPLY AGREEMENT,Warranty Duration,Products repaired or replaced by Philips within the Warranty Term are warranted for the remainder of the original Warranty Term of said Products.,1.0,1.0,0.8529411764705882,0.8529411764705882,0.0,1.0,1.0,0.6666666666666666,0.6666666666666666,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",0.5001686811447144,Warranty Duration,ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1,same_label_different_contract,0.49983131885528564,0.49983131885528564,0.9999999985714286,0.8597285057953359,0.6666666659999999,0.60403952678301,0.799275340916015,0.799275340916015,Higher value indicates higher weakly supervised review priority; not a validated legal-risk probability.,higher-review-priority
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT,Warranty Duration,"In the event any such breach of warranty can not be reasonably corrected at Commerce One's sole expense, Corio has the right to terminate this Agreement and receive a refund of all prepaid fees.",1.0,1.0,0.8529411764705882,0.8529411764705882,0.0,1.0,1.0,0.6666666666666666,0.6666666666666666,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",0.508415937423706,Warranty Duration,PROFOUNDMEDICALCORP_08_29_2019-EX-4.5-SUPPLY AGREEMENT,same_label_different_contract,0.49158406257629395,0.49158406257629395,0.9999999985714286,0.8597285057953359,0.6666666659999999,0.594072831588351,0.7967836671173503,0.7967836671173503,Higher value indicates higher weakly supervised review priority; not a validated legal-risk probability.,higher-review-priority
SENMIAOTECHNOLOGYLTD_02_19_2019-EX-10.5-Collaboration Agreement,Most Favored Nation,Party B guarantees that the Driver User will enjoy the most favorable treatment in accordance with the terms and conditions stipulated in This Agreement during the Period of Cooperation.,1.0,1.0,0.9450980392156862,0.9450980392156862,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",0.3766297698020935,Most Favored Nation,TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,same_label_different_contract,0.6233702301979065,0.6233702301979065,0.9999999985714286,0.9660633473016011,0.33333333299999995,0.7533345932123556,0.7965161512999177,0.7965161512999177,Higher value indicates higher weakly supervised review priority; not a validated legal-risk probability.,higher-review-priority
TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,Most Favored Nation,"The Company will, and Online BVI will cause the Company to, use its commercially reasonable efforts to make available and promote the Online Group's existing payment processing and customer billing and payment gateway methods for the purchase of Skype premium features by Company-Skype Branded Customers, including, without limitation, prepaid card distribution networks, vouchers and mobile payment methods, provided, that all payment processing and customer billing and payment gateway charges for such payment methods are on terms that are as or more favourable than the most favourable pricing and terms for such services otherwise provided at the applicable time by any member of the Online Group, and provided further that such pricing and terms have first been mutually approved in writing by the Parties.",1.0,1.0,0.9450980392156862,0.9450980392156862,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",0.3766297698020935,Most Favored Nation,SENMIAOTECHNOLOGYLTD_02_19_2019-EX-10.5-Collaboration Agreement,same_label_different_contract,0.6233702301979065,0.6233702301979065,0.9999999985714286,0.9660633473016011,0.33333333299999995,0.7533345932123556,0.7965161512999177,0.7965161512999177,Higher value indicates higher weakly supervised review priority; not a validated legal-risk probability.,higher-review-priority
CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement1,Source Code Escrow,Bank of America shall reproduce in all copies of the Source Code made by Bank of America any proprietary or confidentiality notices contained in the Source Code when originally delivered by Supplier.,1.0,1.0,0.9745098039215686,0.9745098039215686,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",0.41625720262527466,Source Code Escrow,TRICITYBANKSHARESCORP_05_15_1998-EX-10-OUTSOURCING AGREEMENT,same_label_different_contract,0.5837427973747253,0.5837427973747253,0.9999999985714286,0.9999999988461539,0.33333333299999995,0.705445388495686,0.7930280130068885,0.7930280130068885,Higher value indicates higher weakly supervised review priority; not a validated legal-risk probability.,higher-review-priority
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT,Warranty Duration,"In addition, Commerce One warrants that during the Warranty Period the Software and MarketSite.net Service is free of any willfully introduced computer virus, or any other similar harmful, malicious or hidden program or data, which is designed to disable, erase, or alter the Software, or any other files, data, or software.",1.0,1.0,0.8529411764705882,0.8529411764705882,0.0,1.0,1.0,0.6666666666666666,0.6666666666666666,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",0.521319568157196,Warranty Duration,"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT",same_label_different_contract,0.47868043184280396,0.47868043184280396,0.9999999985714286,0.8597285057953359,0.6666666659999999,0.5784789722399117,0.7928852022802405,0.7928852022802405,Higher value indicates higher weakly supervised review priority; not a validated legal-risk probability.,higher-review-priority
CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement4,Warranty Duration,No-charge Maintenance Services shall be provided from the Delivery Date through the Warranty Period.,1.0,1.0,0.8529411764705882,0.8529411764705882,0.0,1.0,1.0,0.6666666666666666,0.6666666666666666,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",0.5514412522315979,Warranty Duration,CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement1,same_label_different_contract,0.4485587477684021,0.4485587477684021,0.9999999985714286,0.8597285057953359,0.6666666659999999,0.5420773334689529,0.7837847925875008,0.7837847925875008,Higher value indicates higher weakly supervised review priority; not a validated legal-risk probability.,higher-review-priority
"ETELOS,INC_03_09_2004-EX-10.8-DISTRIBUTOR AGREEMENT",Warranty Duration,"For OEM Products, Tripath warrants that the Products will be free of manufacturing and workmanship defects for one year from the date of shipment by Distributor to a customer, or eighteen months from the date of shipment to Distributor, whichever is sooner.",1.0,1.0,0.8529411764705882,0.8529411764705882,0.0,1.0,1.0,0.6666666666666666,0.6666666666666666,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",0.5747343897819519,Warranty Duration,NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_New,same_label_different_contract,0.4252656102180481,0.4252656102180481,0.9999999985714286,0.8597285057953359,0.6666666659999999,0.5139278987674976,0.776747433912137,0.776747433912137,Higher value indicates higher weakly supervised review priority; not a validated legal-risk probability.,higher-review-priority
ADAPTIMMUNETHERAPEUTICSPLC_04_06_2017-EX-10.11-STRATEGIC ALLIANCE AGREEMENT,Joint Ip Ownership,where made jointly by MD Anderson and Adaptimmune and/or Adaptimmune Limited and their employees and agents will be jointly owned by MD Anderson and Adaptimmune Limited.,1.0,1.0,0.9098039215686274,0.9098039215686274,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",0.4121493399143219,Joint Ip Ownership,SEASPINEHOLDINGSCORP_10_10_2018-EX-10.1-SUPPLY AGREEMENT,same_label_different_contract,0.5878506600856781,0.5878506600856781,0.9999999985714286,0.9253393654481379,0.33333333299999995,0.7104096837905787,0.7756039284811077,0.7756039284811077,Higher value indicates higher weakly supervised review priority; not a validated legal-risk probability.,higher-review-priority
InvendaCorp_20000828_S-1A_EX-10.2_2588206_EX-10.2_Co-Branding Agreement,Post-Termination Services,"continue with e-centives branding, and Program Members will continue as a participant in the e-centives service unless they explicitly opt out. The content and copy of such emails shall be mutually agreed upon. ii) The first email will be exclusive to e-centives (i.e., it will not mention similar services from Excite@Home or other third parties) and will alert Program Members of the continuation of the e-centives service directly from e-centives. Program Members shall be further alerted that their membership in the e-centives service shall continue unless they explicitly opt-out. Excite@Home shall not promote competing services in such contact or otherwise discourage Program Members from continuing to use the e-centives service as provided directly by e-centives. iii) The second email will not be exclusive to e-centives. It will include the same e-centives alerts as in the first email, but may offer a replacement Excite@Home service and a notification that the Program Member will remain in such an Excite@Home-provided service unless they specifically opt-out. Excite@Home shall not discourage Program Members from continuing to use the e-centives service directly from e-centives, but may offer an additional choice. It is conceivable that any one end user customer could use both services. iv) Any such communications will be subject to Excite@Home's then-current privacy policy.",1.0,1.0,0.6431372549019607,0.6431372549019607,0.0,1.0,1.0,0.6666666666666666,0.6666666666666666,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",0.3852042555809021,Post-Termination Services,OFGBANCORP_03_28_2007-EX-10.23-OUTSOURCING AGREEMENT,same_label_different_contract,0.6147957444190979,0.6147957444190979,0.9999999985714286,0.6176470581108597,0.6666666659999999,0.7429724456911231,0.7734882087219243,0.7734882087219243,Higher value indicates higher weakly supervised review priority; not a validated legal-risk probability.,higher-review-priority
NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT,Most Favored Nation,"NTC agrees that the Product Prices, benefits and allowances offered to ALFA AESAR shall not be less favorable than those offered on Products provided to agents, distributors or marketed directly by NTC to any customers, other than the Product Prices existing as of the date of this Agreement with NTC's commercial partners.",1.0,1.0,0.9450980392156862,0.9450980392156862,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",0.45392805337905884,Most Favored Nation,AURASYSTEMSINC_06_16_2010-EX-10.25-STRATEGIC ALLIANCE AGREEMENT,same_label_different_contract,0.5460719466209412,0.5460719466209412,0.9999999985714286,0.9660633473016011,0.33333333299999995,0.6599206861600919,0.7731626745368518,0.7731626745368518,Higher value indicates higher weakly supervised review priority; not a validated legal-risk probability.,higher-review-priority
"THERAVANCEBIOPHARMA,INC_05_08_2020-EX-10.2-SERVICE AGREEMENT",Joint Ip Ownership,"To the extent that the Company IP does not vest automatically in the Company the Executive hereby assigns all right, title and interest in the Company IP to the Company with full title guarantee by way of a present assignment of all future rights and shall otherwise hold them on trust for the Company.",1.0,1.0,0.9098039215686274,0.9098039215686274,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",0.4321959912776947,Joint Ip Ownership,SEASPINEHOLDINGSCORP_10_10_2018-EX-10.1-SUPPLY AGREEMENT,same_label_different_contract,0.5678040087223053,0.5678040087223053,0.9999999985714286,0.9253393654481379,0.33333333299999995,0.686183582763346,0.7695474032242995,0.7695474032242995,Higher value indicates higher weakly supervised review priority; not a validated legal-risk probability.,higher-review-priority
TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT,Source Code Escrow,"TELKOM may, at its own cost, verify that the new version of the Source Code is deposited with the Escrow Agent.",1.0,1.0,0.9745098039215686,0.9745098039215686,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",0.49872350692749023,Source Code Escrow,CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT,same_label_different_contract,0.5012764930725098,0.5012764930725098,0.9999999985714286,0.9999999988461539,0.33333333299999995,0.6057859998449595,0.7681131658442069,0.7681131658442069,Higher value indicates higher weakly supervised review priority; not a validated legal-risk probability.,higher-review-priority
InvendaCorp_20000828_S-1A_EX-10.2_2588206_EX-10.2_Co-Branding Agreement,Post-Termination Services,Effects of Termination,1.0,1.0,0.6431372549019607,0.6431372549019607,1.0,1.0,1.0,1.0,1.0,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",0.6245482563972473,Post-Termination Services,PaperexchangeComInc_20000322_S-1A_EX-10.4_5202103_EX-10.4_Co-Branding Agreement,same_label_different_contract,0.3754517436027527,0.3754517436027527,0.9999999985714286,0.6176470581108597,0.9999999989999999,0.4537285296407329,0.7678438963093268,0.7678438963093268,Higher value indicates higher weakly supervised review priority; not a validated legal-risk probability.,higher-review-priority
SPARKLINGSPRINGWATERHOLDINGSLTD_07_03_2002-EX-10.13-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT,Warranty Duration,"For each new Authorized Location, upon written notice by Garman of the completion of the installation of the Software as contracted for in Section 4 including training provided for in Section 5, Sparkling shall operate and test the Software for an acceptance period of 30 business days in accordance with Sparkling's normal operating practices.",1.0,1.0,0.8529411764705882,0.8529411764705882,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",0.3844432532787323,Warranty Duration,SUMMAFOURINC_06_19_1998-EX-10.3-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT,same_label_different_contract,0.6155567467212677,0.6155567467212677,0.9999999985714286,0.8597285057953359,0.33333333299999995,0.7438921064524214,0.7675718192333679,0.7675718192333679,Higher value indicates higher weakly supervised review priority; not a validated legal-risk probability.,higher-review-priority
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1,Warranty Duration,"In addition to the written limited warranty provided by Cisco with its Products, such warranty statement shall apply to Distributor during the period between when it receives a Product and when it resells or redistributes such Product,",1.0,1.0,0.8529411764705882,0.8529411764705882,0.0,1.0,1.0,0.6666666666666666,0.6666666666666666,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",0.607292890548706,Warranty Duration,InmodeLtd_20190729_F-1A_EX-10.9_11743243_EX-10.9_Manufacturing Agreement,same_label_different_contract,0.39270710945129395,0.39270710945129395,0.9999999985714286,0.8597285057953359,0.6666666659999999,0.47458140071287636,0.7669108093984817,0.7669108093984817,Higher value indicates higher weakly supervised review priority; not a validated legal-risk probability.,higher-review-priority
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Uncapped Liability,"Any and all liability of PPI to EKR howsoever arising in respect of this Agreement, the Transition Services and Inventory Agreement or the Supply Agreement and their performance, in contract tort or otherwise, shall be limited (except for death or personal injury caused by the negligence of PPI or its employees while acting in the course of their employment) to [**] US Dollars ($[**]); provided",1.0,1.0,0.7823529411764706,0.7823529411764706,0.0,1.0,1.0,0.6666666666666666,0.6666666666666666,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",0.5401737689971924,Uncapped Liability,IdeanomicsInc_20160330_10-K_EX-10.26_9512211_EX-10.26_Content License Agreement,same_label_different_contract,0.4598262310028076,0.4598262310028076,0.9999999985714286,0.7782805420884094,0.6666666659999999,0.5556939311845244,0.766826951089662,0.766826951089662,Higher value indicates higher weakly supervised review priority; not a validated legal-risk probability.,higher-review-priority
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT,Source Code Escrow,The Escrow Agent shall require Commerce One to place in an,1.0,1.0,0.9745098039215686,0.9745098039215686,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",0.505620002746582,Source Code Escrow,TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT,same_label_different_contract,0.49437999725341797,0.49437999725341797,0.9999999985714286,0.9999999988461539,0.33333333299999995,0.5974516799917959,0.7660295858809161,0.7660295858809161,Higher value indicates higher weakly supervised review priority; not a validated legal-risk probability.,higher-review-priority
EbixInc_20010515_10-Q_EX-10.3_4049767_EX-10.3_Co-Branding Agreement,Joint Ip Ownership,"Upon request by About, ebix shall provide About with About Customer Data in the aggregated form, which aggregated form shall be jointly owned by ebix and About.",1.0,1.0,0.9098039215686274,0.9098039215686274,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",0.4451324939727783,Joint Ip Ownership,InvendaCorp_20000828_S-1A_EX-10.2_2588206_EX-10.2_Co-Branding Agreement,same_label_different_contract,0.5548675060272217,0.5548675060272217,0.9999999985714286,0.9253393654481379,0.33333333299999995,0.6705499981037765,0.7656390070594071,0.7656390070594071,Higher value indicates higher weakly supervised review priority; not a validated legal-risk probability.,higher-review-priority
InvendaCorp_20000828_S-1A_EX-10.2_2588206_EX-10.2_Co-Branding Agreement,Joint Ip Ownership,"Payment-Eligible URS User Data, Superset Data, and Shopping Category Data collected through the operation of the Co-Branded Application will be jointly owned by the parties.",1.0,1.0,0.9098039215686274,0.9098039215686274,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,"Weakly supervised proxy for review prioritization; not expert legal risk, not legal advice, not policy-compliance ground truth.",0.4577452540397644,Joint Ip Ownership,TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,same_label_different_contract,0.5422547459602356,0.5422547459602356,0.9999999985714286,0.9253393654481379,0.33333333299999995,0.6553076519345137,0.7618284205170914,0.7618284205170914,Higher value indicates higher weakly supervised review priority; not a validated legal-risk probability.,higher-review-priority
